代碼,商品,漲幅%,產業地位,細產業,股本,市值
3615,安可,-1.76,錸德轉投資的ITO導電玻璃專業鍍膜廠,導電玻璃,6.85,22.9
3623,富晶通,-1.91,中環與富士通合資之觸控面板廠,觸控面板,2.92,6.7
3630,新鉅科,-1.67,台灣感測鏡頭供應商,光學鏡片／頭,20.42,54.2
3666,光耀,-1.92,為光群雷轉投資之聚光片廠,光學膜,13.89,39.1
3691,碩禾,4.44,國碩轉投資太陽能導電漿大廠,太陽能導電漿,9.19,129.6
4729,熒茂,1.45,強茂轉投資之觸控面板廠,觸控面板,7.92,16.6
4933,友輝,1.01,新纖轉投資的聚光片廠,光學膜,8.26,57.7
4972,湯石照明,0,以自有品牌行銷歐美之LED燈具商,LED照明產品,5.69,9.4
4995,晶達,-0.23,工業用高亮度面板專業廠商,LCM,4.26,18.8
5220,萬達光電,0.99,台灣觸控面板廠，主要聚焦於軍、工控等市場,觸控面板,3.97,8.1
5230,雷笛克光學,-2.66,主要從事LED二次光學透鏡之研發、製造及生產,LED照明產品,5.6,9.2
5245,智晶,-0.78,PMOLED出貨量居全球第二大,OLED,4.51,11.5
5251,天鉞電,-0.87,以DIY類無線居家安控產品為主之數位家庭整合系統商,安全監控,3.37,9.6
5315,光聯,0.45,各尺寸液晶顯示器模組整合加工與銷售,LCM,10.64,23.6
5371,中光電,-5.11,背光模組及投影機製造大廠,背光模組,39.1,275.6
5392,能率,4.22,3C、手工具機、汽車等應用之零組件廠,其他電子零件,17.66,74.2
6125,廣運,1.02,經營自動化物流系統及太陽能電池等業務,設備儀器商,25.9,154.6
6167,久正,-1.64,中小尺寸TN/STN面板模組廠,LCM,14.6,17.5
6222,立軒,2.46,住宅及大樓開發商,住宅建設,9.57,21.9
6234,高僑,-6.57,經營自動化設備及PCB微型鑽頭的公司,設備儀器商,10.04,54.2
6244,茂迪,0.67,台灣太陽能電池模組大廠,太陽能電池模組,38.7,115.7
6246,臺龍,-0.29,中小尺寸背光模組及LED燈條生產廠商,背光模組,3.79,6.4
6419,京晨科,-4.86,台灣網路視訊監控系統商,安全監控,1.32,18
6498,久禾光,2.1,台灣光學塑膠鏡片、鏡頭及模組製造商,光學鏡片／頭,4.72,45.9
6517,保勝光學,-1.72,台灣第一家光學鏡片製造廠,光學鏡片／頭,3.06,17.4
6556,勝品,1.15,佳世達轉投資專業監控攝影機製造商,安全監控,2.88,20.2
6560,欣普羅,-1.13,台灣影音安控產品廠商,安全監控,3.25,12.8
6859,伯特光,-3.69,台灣精密光學鏡片模具大廠,模具,4.16,48.9
6899,創為精密,0.93,台灣專業的觸控面板製造商之一,觸控面板,4.24,22.9
7402,邑錡,-8.76,以「Brinno」為品牌之縮時攝影機供應商,攝影設備,3.53,40.4
7753,星亞,1.31,台亞旗下數位顯示系統及視覺燈光系統製造商,數位看板,2.5,10.7
8049,晶采,1.58,台灣中小尺寸液晶模組廠,LCM,11.83,30.3
8064,東捷,9.66,志聖轉投資的顯示器設備商,面板設備,18.48,209.8
8069,元太,9.88,全球電子紙龍頭廠,電子紙,115.42,2054.7
8111,立碁,-0.9,台灣LED元件生產商及封裝大廠,LED封裝,10.91,72.2
8240,華宏,4,國內背光模組光學膜片最大專業製造裁切廠,光學膜,10,70.2
2314,台揚,-3.08,鴻海轉投資衛星、微波通訊設備製造商,衛星通訊設備,10.61,13.4
2321,東訊,4.05,東元集團旗下台灣最大總機系統供應商,網通設備,3.03,1.8
2332,友訊,-1.08,以D-Link品牌行銷網通設備之全球領導廠商,無線網路設備系統(WLAN),60.22,83.1
2345,智邦,9.05,以網路交換器為主產品的網通設備代工大廠,網路交換器,56.11,14532.9
2412,中華電,-0.73,台灣電信業龍頭,電信／數據服務,775.74,10511.3
2419,仲琦,-0.17,台灣Cable CPE與系統整合業者,接取設備,32.13,96.4
2424,隴華,9.87,海上衛星寬頻營運商,通訊服務,5.96,3.8
2439,美律,0.23,電聲元件大廠,耳機,25.36,219.3
2444,兆勁,-1.9,台灣無線網路設備代工廠,無線網路設備系統(WLAN),10.16,13.1
2450,神腦,0.67,中華電信轉投資之數位產品通路代理商,手機零售通路商,25.83,77.7
2455,全新,6.82,全球前三大砷化鎵HBT磊晶片廠,光通訊元件磊晶,18.49,665.7
2485,兆赫,-1.46,機上盒、LNB、有線電視傳輸設備製造商,視訊轉換相關,31.77,214.8
2498,宏達電,2.29,以HTC品牌行銷全球前十大智慧型手機廠商,智慧型手機,83.6,336.5
3025,星通,-0.79,台灣電信局端設備製造商,電信設備,5.67,35.6
3027,盛達,-4.69,再生能源設備銷售與系統供應商,重電設備,13,21
3045,台灣大,0,台灣前三大電信業者之一,電信／數據服務,372.33,4095.6
3047,訊舟,1.74,兼營品牌(EDIMAX)與代工的網通設備廠,無線網路設備系統(WLAN),22.48,32.9
3062,建漢,3.92,鴻海投資的無線與寬頻網路設備製造商,無線網路設備系統(WLAN),33.01,91.9
3138,耀登,1.94,台灣天線製造、儀器設備代理廠商,天線,5.64,81.7
3311,閎暉,1.23,聚焦於車用零組件及機構整合元件,汽機車零組件,10,32.8
3380,明泰,0.94,佳世達轉投資的網通設備代工大廠,無線網路設備系統(WLAN),54.17,174.4
3419,譁裕,-1.72,網通天線大廠,天線,12.05,17.2
3447,展達,-2.54,群光轉投資網通設備廠,接取設備,7.74,29.7
3596,智易,3.37,仁寶集團旗下網通廠,無線網路設備系統(WLAN),22.04,405.5
3669,圓展,2.28,圓剛轉投資之視訊會議與教學簡報系統供應商,視訊會議產品,9.29,37.5
3694,海華,-5.33,和碩旗下無線通訊模組廠,通訊設備零組件,15.49,88
3704,合勤控,-0.71,兼營品牌「ZyXEL」與代工業務之網通設備廠,網通設備,41.54,145.6
4904,遠傳,0.31,台灣前三大電信業者之一,電信／數據服務,360.77,3380.1
4906,正文,0.75,台灣無線區域網路代工大廠,無線網路設備系統(WLAN),44.68,172.3
4977,眾達-KY,7.89,光收發模組封裝及代工廠商,光纖主動元件,8.02,197.3
5388,中磊,2.59,台灣寬頻及電信設備代工大廠,接取設備,30.43,265.7
6136,富爾特,-1.54,經營數位行銷服務及電子軟硬體代理業務,手機零售通路商,11.55,29.5
6142,友勁,-1.49,友訊轉投資寬頻產品製造商,區域網路,33.08,19.8
6152,百一,10,STB、LNB的ODM大廠,視訊轉換相關,16.77,24.9
6216,居易,-1.26,以DrayTek自有品牌行銷寬頻接取網通設備廠商,接取設備,9.73,22.8
6285,啟碁,4.65,緯創轉投資無線、衛星通訊產品大廠,無線網路設備系統(WLAN),48.37,1252.7
6416,瑞祺電通,-0.83,台灣網通資安設備龍頭大廠,資安設備,7.33,61.5
6426,統新,-0.76,台灣光通訊元件濾光片廠商,光纖零組件,3.85,100.1
6442,光聖,-0.76,台灣光通訊元件製造商,光纖主動元件,8.05,1522.4
6674,鋐寶科技,-1.63,仁寶轉投資之Cable CPE廠商,接取設備,6.86,12.4
6792,詠業,-1.23,達方轉投資的天線、壓電陶瓷元件、電路保護元件廠,天線,4.79,26.9
6863,永道-KY,9.71,永豐餘旗下RFID標籤ODM廠,RFID相關,7.49,84.6
8011,台通,0,台灣光纖線纜與光纖被動元件製造商,光纖光纜,16.59,32
8045,達運光電,1.77,從事室內外射頻與光傳輸設備的研發與製造,光纖設備,9.5,70.9
8101,華冠,1.2,台灣從事行動通訊產品製造商,手機製造,5.37,1.8
3081,聯亞,6.11,生產砷化鎵與磷化銦為基板的磊晶廠,光通訊元件磊晶,9.25,2572
3095,及成,4.02,台灣鋁合金沖壓零件廠,模具沖壓,1,4.7
3152,璟德,0.86,台灣最大LTCC元件廠,通訊設備零組件,6.9,121.1
3163,波若威,2.97,台灣最大光纖被動元件代工廠,光纖被動元件,8.05,837.6
3221,台嘉碩,-3.1,台灣最大的表面聲波濾波器製造商,濾波器,10.51,46
3234,光環,-0.51,光收發模組上游晶粒及封裝廠,光纖主動元件,11.15,108.7
3306,鼎天,-2.32,廣達旗下GPS接收機大廠,衛星導航,5.06,23.5
3363,上詮,5.31,台灣光纖被動元件大廠,光纖被動元件,11.36,969.4
3466,德晉,-3.28,台灣機上盒製造廠,視訊轉換相關,7.79,31
3491,昇達科,9.97,台灣微波及毫米波元件廠商,通訊設備零組件,6.88,1252.3
3499,環天科,-2.9,台灣GPS相關應用製造業者,衛星導航,5.5,8.3
3558,神準,-1.34,神腦轉投資的網路通訊及網路安全設備廠,網通設備,5.91,65.3
3564,其陽,4.65,友通轉投資的網路安全設備廠,資安設備,5.91,25.3
3632,研勤,-1.76,以PAPAGO為品牌之行車紀錄器及導航軟體廠商,行車紀錄器,4.09,3.4
3664,安瑞-KY,9.99,光聚晶電旗下雲端ADC設備廠,資安設備,7.19,6.2
3672,康聯訊,0.87,台灣光纖網路設備製造商,光纖設備,4.08,4.7
3684,榮昌,-0.84,高頻連接線及無線通訊整合次系統廠商,無線網路設備系統(WLAN),3.03,17.9
4903,聯光通,0.7,光通訊工程承包及光纖光纜製造商,光通訊,10.53,45.6
4905,台聯電,1.25,主產品為數據機、XDSL等網通設備廠,接取設備,2.93,23.6
4908,前鼎,-0.87,台灣光收發模組封裝及製造廠,光纖主動元件,7.82,177.9
4909,新復興,-1.64,全球最大LNB用板製造商,印刷電路板,9.34,50.3
4979,華星光,1.82,台灣光收發模組一貫廠,光纖主動元件,14.24,956.7
5353,台林,-1.13,有線、無線寬頻網路、工業電腦製造商,網通設備,7.58,19.7
6109,亞元,-0.4,應用以可攜式電子產品為主之電源供應器廠,電源供應器,8.78,11
6143,振曜,6.09,全球知名電子書閱讀器製造大廠,電子書閱讀器,8.61,84
6163,華電網,5.59,電信系統整合大廠，並跨足智慧城控與交通機電業務,系統整合,14.84,89
6170,統振,-1.73,從事數據預付卡及移工金流服務業務,手機零售通路商,9.73,49.6
6190,萬泰科,1.25,主要生產網通、醫療、車用等市場應用的線材供應商,連接線材,18.77,150.9
6218,豪勉,-4.36,專注通訊網路系統整合服務與半導體/LED設備解決方案領域,系統整合,6.43,24
6241,易通展,-3.45,無線網路通訊產品代工廠,無線網路設備系統(WLAN),4.87,4.2
6245,立端,1.5,專攻網路安全設備廠商,資安設備,14.66,119.2
6263,普萊德,9.8,以PLANET品牌行銷的網通設備廠,區域網路,6.25,105
6417,韋僑,0.36,台灣RFID Tag製造商,RFID相關,4.23,58.5
6465,威潤,-4.5,以自有品牌「ATrack」行銷衛星定位監控系統廠商,衛星導航,4.71,21.5
6470,宇智,-1.36,無線網路設備廠商,無線網路設備系統(WLAN),3.77,17.8
6486,互動,0,仲琦旗下電信寬頻網路系統整合規劃廠商,系統整合,5.09,42.4
6530,創威,2.31,主要生產熱插拔式及固定式光收發模組,光纖主動元件,3.38,37.3
6546,正基,-1.71,正文轉投資的無線通訊模組廠,通訊設備零組件,6.68,46
6561,是方,2.32,中華電轉投資之台灣最大IDC機房營運商,電信／數據服務,7.8,275.2
6588,東典光電,1.4,台灣光通訊元件濾光片廠商,光纖零組件,3.47,50.3
7717,萊德光電-KY,1.2,聚焦在利基型產品的光纖被動元件廠商,光纖被動元件,2.48,167.5
8034,榮群,0.2,台灣網路接取設備製造商,接取設備,5.66,14.4
8048,德勝,-0.32,台灣光纖網路局端、用戶端設備製造商,光纖設備,5.77,35.7
8059,凱碩,1.46,金寶旗下網通設備OBM/ODM廠,數據機,19.4,40.5
8089,康全電訊,-2.99,訊舟轉投資網路通訊設備廠,接取設備,6.6,13.9
8097,常珵,-1.33,網通CPE設備供應商,無線網路設備系統(WLAN),6.38,33.1
8176,智捷,0.99,台灣無線網路傳輸設備ODM/OEM廠,無線網路設備系統(WLAN),7.17,7.3
1471,首利,-0.9,台灣電源供應器及機殼廠,電源供應器,15.04,16
1582,信錦,1.94,全球螢幕架樞紐製造龍頭,樞紐,14.43,129.1
2059,川湖,3.76,全球知名伺服器導軌廠,其他電子零件,9.53,5260.4
2308,台達電,2.05,全球最大的交換式電源供應器廠商,電源供應器,259.75,58314.8
2313,華通,-4.54,全球HDI板龍頭公司,印刷電路板,119.18,2884.2
2316,楠梓電,9.78,台灣PCB大廠，並轉投資於深交所掛牌之滬電股份,印刷電路板,18.27,225.7
2327,國巨*,0.64,全球被動元件供應商，亦為全球晶片電阻大廠,晶片電阻,51.79,8115.7
2328,廣宇,5.6,鴻海旗下電子零件代工、PCB及連接器廠,連接器,51.83,283.5
2355,敬鵬,1.74,全球車用PCB龍頭廠,印刷電路板,39.75,209.5
2367,燿華,1.46,台灣前三大手機印刷電路板廠之一,印刷電路板,70.63,442.1
2368,金像電,5.26,全球最大伺服器用板製造商,印刷電路板,51.92,7147.4
2375,凱美,1.22,國巨旗下的專業鋁質電容廠,鋁質電解電容,10.87,99.4
2383,台光電,2.11,全球第一大無鹵素板廠、台灣第二大CCL廠,銅箔基板,35.83,17378.6
2385,群光,0.75,全球鍵盤及電源供應器大廠,鍵盤,76.01,1026.1
2392,正崴,0.9,生產3C產品連接器、電池模組、電源管理模組之廠商,連接器,51.23,200.6
2402,毅嘉,1.47,軟板及塑膠機構件廠,軟板,30.75,212.2
2413,環科,-1.52,電源供應器及變壓器製造廠商,電源供應器,12.74,57.8
2415,錩新,-1.43,全球最大揚聲器鍛造零組件廠,音響設備及零件,9,24.8
2420,新巨,1.8,台灣聚焦高階電源供應器與知名微動開關廠,電源供應器,15.26,86.2
2421,建準,1.34,PC散熱風扇知名廠商,散熱風扇馬達,28.69,433.3
2428,興勤,1.31,全球知名熱敏電阻廠,熱敏電阻,12.81,247.3
2431,聯昌,-2.31,東元轉投資，為一家電源電控廠,電源供應器,11.09,11.7
2440,太空梭,1.19,台灣絞銅線及3C連接線材公司,裸銅線,13.91,23.6
2457,飛宏,5.15,電源供應器領導廠商,電源供應器,42.48,108.3
2460,建通,3.13,亞洲最大電器類端子製造廠,其他電子零件,16.92,55.8
2462,良得電,-3.2,台灣知名電源線製造商,連接線材,15.08,31.9
2467,志聖,9.87,印刷電路板製程用壓膜機知名大廠,PCB相關設備,16.12,924.9
2472,立隆電,1.58,台灣第一大鋁電解電容器廠,鋁質電解電容,16.47,370.7
2476,鉅祥,6.7,台灣沖壓件暨機構件大廠,模具沖壓,21.89,260.2
2478,大毅,-0.26,台灣知名晶片電阻製造商,晶片電阻,14.47,112.7
2483,百容,-0.42,台灣知名程式開關兼繼電器供應商,其他電子零件,10.79,25.6
2484,希華,-5.26,台灣石英元件大廠,石英元件,15.94,63.1
2492,華新科,9.94,全球前五大MLCC廠,MLCC,48.52,833.2
2493,揚博,-1.52,全球最大的PCB濕製程大廠,PCB相關設備,12.68,164.2
3003,健和興,5.91,各種應用之連接器及配線器材生產,其他電子零件,15.57,92
3011,今皓,2.23,3C產品之電源線供應大廠,連接線材,12.96,16.1
3015,全漢,0.79,全球前十大交換式電源供應器廠商,電源供應器,18.73,95.7
3021,鴻名,0.61,提供3C產品線材、連接器及電子元件廠商,連接線材,9.49,15.6
3023,信邦,-0.17,台灣知名連接線束製造廠,連接線材,24.01,725
3026,禾伸堂,-0.15,主要自製MLCC及代理電子元件,電子元件代理商,16.59,546.6
3032,偉訓,9.9,台灣PC電源供應器及機殼製造廠，並跨入電競領域,機殼,11.33,80.3
3037,欣興,5.26,全球印刷電路板龍頭廠之一,印刷電路板,158.95,13565.3
3042,晶技,0.97,台灣最大石英元件、頻率控制元件廠商,石英元件,34.3,494.5
3044,健鼎,1.77,全球前十大印刷電路板廠之一,印刷電路板,52.56,2572.8
3058,立德,-0.48,以消費性網通應用為主的電源供應器廠,電源供應器,20.17,16.7
3090,日電貿,2.64,台灣最大的被動元件代理商,電子元件代理商,28.76,335
3092,鴻碩,-2.26,台灣知名連接元件製造商,連接線材,10.66,32.3
3229,晟鈦,9.94,磷銅球、小量多樣PCB供應商,PCB材料,6.43,14.5
3296,勝德,-4.05,以PC應用為主的電源保護器廠,電源供應器,9.67,21.8
3308,聯德,-2.12,台灣PC電源供應器供應商,電源供應器,6,12.5
3321,同泰,-1.52,欣興、台表科轉投資的軟板公司,軟板,8.61,14
3338,泰碩,-0.69,台灣生產散熱器及PC用連接器廠,筆記型電腦用散熱模組,8.79,63.6
3376,新日興,1.98,全球NB樞紐大廠,樞紐,19.58,404.2
3432,台端,-1.24,國內連接器製造商，並跨足電動二輪車銷售,連接器,4.22,7.2
3501,維熹,-0.42,正崴集團之連接線廠,連接線材,11.83,55.8
3533,嘉澤,5.37,全球前三大CPU Socket製造商,CPU Socket,11.25,3201.6
3550,聯穎,0.23,3C影音傳輸線材專業供應商,連接線材,10.76,23
3593,力銘,-1.85,台灣塑膠射出成型零組件廠,塑膠射出,6.08,10.4
3605,宏致,-1.2,國內連接器及連接線組、配件製造商,連接器,17.49,143.9
3607,谷崧,0,為3C塑膠零組件製造廠,塑膠射出,12.17,17.7
3645,達邁,7.33,全球第四大聚醯亞胺薄膜生產廠商,軟板PI,13.68,138.1
3653,健策,10,台灣均熱片兼LED導線架供應商,其他散熱零件,14.67,5891.3
3679,新至陞,-0.41,為塑膠模具設計及射出廠商,塑膠射出,6.3,75.6
3715,定穎投控,0.55,台灣專業多層印刷電路板製造廠,印刷電路板,28.36,514.7
4545,銘鈺,2,銘異轉投資沖壓件廠,模具沖壓,7.7,23.6
4912,聯德控股-KY,0.85,主要從事消費性電子零件的模組沖壓廠,模具沖壓,6.7,63.7
4915,致伸,-1.1,台灣電腦週邊及聲學元件製造大廠，並跨入車電領域,週邊產品,47.19,337.8
4927,泰鼎-KY,0.92,泰國台商最大印刷電路板公司,印刷電路板,26.49,145.5
4943,康控-KY,0.32,汽車零組件及聲學元件製造商,汽機車零組件,12.67,8.1
4958,臻鼎-KY,2.74,鴻海轉投資的全球第一大PCB廠,印刷電路板,107.06,4410.9
4989,榮科,-0.11,榮化轉投資的電解銅箔廠,銅箔,13.78,130.3
4999,鑫禾,-0.24,全球前三大筆電樞紐製造商,樞紐,7.44,15.6
5469,瀚宇博,4.03,全球前三大NB板與STB板廠之一,印刷電路板,48.62,413.7
6108,競國,-8.26,台灣CMOS sensor載板最大供應廠,印刷電路板,15.45,30.9
6115,鎰勝,-0.1,全球IT產品電源線材大廠,連接線材,18.77,89.7
6133,金橋,-0.23,經營電腦週邊及高頻通訊為主的連接線廠,連接線材,11.7,25.6
6141,柏承,0.45,少量多樣的利基型PCB廠,印刷電路板,11.34,37.7
6153,嘉聯益,-1.63,台灣前三大軟板廠之一,軟板,63.62,114.8
6155,鈞寶,-3.76,台灣電感及電磁波干擾對策之專業廠商,電感,8.8,45.1
6191,精成科,-0.73,瀚宇博轉投資印刷電路板暨組裝代工廠,印刷電路板,49.93,473.3
6197,佳必琪,4.81,國內連接器及線束廠,連接器,12.21,279.6
6205,詮欣,1.41,專業連接器及連接線廠商,連接器,8.22,70.8
6213,聯茂,4.52,全球前十大銅箔基板廠之一,銅箔基板,36.36,1092.1
6224,聚鼎,-3.81,全球第二大PPTC保護元件大廠,熱敏電阻,8.56,64.8
6269,台郡,-8.23,全球前十大軟板廠之一,軟板,32.38,187.8
6272,驊陞,-2.38,3C、手持裝置、PC、STB用連接器生產廠,連接器,8.18,25.2
6282,康舒,9.92,金仁寶集團旗下電源供應器廠,電源供應器,85.6,474.2
6412,群電,8.84,台灣前三大PC電源供應器廠,電源供應器,40.08,375.1
6449,鈺邦,-1.37,全球前三大固態電容廠之一,鋁質電解電容,9.19,165.9
6672,騰輝電子-KY,0.48,於大陸生產的台資銅箔基板廠,銅箔基板,7.46,149.3
6715,嘉基,10,嘉澤轉投資之高速連接線器廠商,連接線材,6.8,324.9
6781,AES-KY,7.32,新普轉投資之鋰電池模組製造商,車用鋰電池,8.54,1127.5
6805,富世達,0.76,全球精密軸承製造領導商之一,樞紐,6.86,1367.6
6834,天二科技,-0.52,被動元件貼片電阻製造商,晶片電阻,8.85,42.3
6835,圓裕,-2.34,台灣軟板及連接線組製造商,軟板,6.62,24.8
6862,三集瑞-KY,-9.89,台灣領先的電感器製造商之一,電感,5,84.2
7788,松川精密,3.69,台灣最具規模的繼電器製造公司,電氣零件與設備,7.97,145.5
7795,長廣,0.28,長興旗下，ABF載板真空壓膜領導商,PCB相關設備,7.88,286.9
8039,台虹,2.26,全球前三大FCCL製造商,軟板基板,26.37,356.3
8046,南電,6.32,台塑集團旗下PCB載板與IC載板製造商,IC基板,64.62,5867.2
8103,瀚荃,-0.43,各種應用之連接器及線纜組件廠,連接器,7.84,90.6
8213,志超,10,全球最大光電板廠商,印刷電路板,27.12,113.4
8249,菱光,2.72,全球彩色接觸式CIS龍頭廠,影像感測元件,13.78,68.4
1336,台翰,-0.36,宣德轉投資之消費電子產品外殼製造商,塑膠射出,7.76,10.7
1595,川寶,-4.18,全球知名PCB半自動曝光機廠,PCB相關設備,5.44,51
1815,富喬,3.27,台灣玻纖紗、玻纖布一貫廠,玻纖布,58.55,647
3078,僑威,-0.52,全球clone市場上最大電源供應器製造商,電源供應器,22.74,130.1
3114,好德,0.96,電子零組件及製程設備與耗材之專業代理商,電子元件代理商,6.51,17.1
3115,富榮綱,2.17,台灣從事鋁錠等有色金屬買賣業務公司,非鐵金屬,7.22,7.1
3191,雲嘉南,0.37,變壓器線架專業生產商,變壓器,4.36,6
3206,志豐,8.62,耳機與蜂鳴器等電聲元件廠,耳機,5.89,23
3207,耀勝,-0.5,變壓器及電感線圈製造生產商,變壓器,6.64,39.3
3217,優群,1.14,國內連接器製造商,連接器,9.01,160.4
3236,千如,1.76,台灣SMD晶片電感廠,電感,10.5,36.3
3276,宇環,1.85,志超轉投資印刷電路板公司,印刷電路板,6.97,11.5
3288,點晶,1.68,LED、馬達驅動應用的類比IC設計廠商,馬達IC,1.64,2.5
3290,東浦,4.29,塑膠精密元件模具廠,塑膠射出,9.02,43.8
3294,英濟,1.49,專營塑膠零組件射出與模具廠,塑膠射出,13.2,40.5
3310,佳穎,0.15,台灣LED導線架及沖壓零件供應商,模具沖壓,7.49,51.7
3322,建舜電,0.38,台灣連接元件及電子週邊元件廠,連接線材,13.76,18.1
3332,幸康,1.23,台灣專攻工業電源供應器廠，主銷歐美市場,電源供應器,4.81,31.7
3354,律勝,-1.13,台灣軟式印刷電路板基材製造商,軟板基板,7.01,24.5
3357,臺慶科,-0.53,台灣全系列電感元件製造商,電感,11.49,214.4
3388,崇越電,0.46,日本信越的矽利光產品專業代理商,化學產品通路,7.41,81.5
3390,旭軟,2.4,專攻LCM模組的軟板廠,軟板,7.93,22
3484,崧騰,-2.34,全球知名工具機開關領導廠商,其他電子零件,7.88,34.5
3485,敘豐,16.48,高階IC覆晶載板設備供應商,PCB相關設備,3.85,121.1
3492,長盛,0.66,台灣連接器與線組製造商,連接器,3.55,8.1
3511,矽瑪,-2.27,佳世達旗下連接器廠,連接器,8,17.2
3520,華盈,-0.64,台灣各種應用連接線材供應商,連接線材,6.88,10.6
3526,凡甲,-1.77,強茂轉投資之連接器廠,連接器,6.58,255.5
3537,堡達,3.1,為日商松下被動元件的代理商,電子元件代理商,5.62,27.1
3548,兆利,0.5,全球前三大NB樞紐生產商,樞紐,6.77,68.1
3597,映興,9.94,台灣連接元件廠商,連接線材,3.92,11.1
3609,三一東林,0.88,從事電光源驅動元件製造及汽車改裝銷售業務,其他電子零件,3.84,8.8
3624,光頡,6.78,利基型薄膜電阻廠,晶片電阻,11.73,73.9
3631,晟楠,4.86,錫條、錫絲、錫膏及鉛助焊劑供應商,金、錫凸塊,8.18,33.5
3646,艾恩特,0,台灣工業及汽車用連接器製造廠,連接器,3.93,9.1
3689,湧德,-1.19,主要生產DT、網通及消費電子用連接器,連接器,8.94,111.3
3710,連展投控,-4.45,控股公司，運營連接器及通訊零件等業務,連接器,28.73,17.3
4542,科嶠,-0.77,PCB用自動化乾燥設備製造大廠,PCB相關設備,3.46,67.3
4939,亞電,-3.37,台灣第二大FCCL廠商,軟板基板,9.82,39.4
4974,亞泰,1.22,全球前三大接觸式CIS影像感測器業者,影像感測元件,7.25,53.9
5227,立凱-KY,1.2,台灣磷酸鐵鋰電池正極材料廠商,正極材料,6.8,14.3
5228,鈺鎧,4.38,國內專業磁性被動元件製造廠,電感,3.81,15.9
5291,邑昇,1.56,台灣印刷電路板與自行車燈具業者,印刷電路板,3.99,28.5
5309,系統電,5.64,台灣知名TPMS及車電零件廠,車用電子,23.04,155.3
5328,華容,4.28,台灣塑膠膜電容器供應商,塑膠薄膜電容,17.27,48.4
5340,建榮,0,台灣電子領域玻纖布製造廠並跨足工業用領域,玻纖布,19.49,217.3
5355,佳總,-1.13,多層電路板供應商,印刷電路板,16.61,11.6
5381,光譜,-2.06,主要從事配電變壓器業務,變電設備,20.78,49.5
5439,高技,0.77,生產少量多樣高層數利基型PCB為主,印刷電路板,9.3,363.5
5457,宣德,0.41,台灣知名NB連接器及電子代工廠,連接器,19.65,71.5
5460,同協,-0.66,專業的連續沖壓模具及零件大廠,模具沖壓,5.88,8.8
5464,霖宏,9.92,"LCD TV,印表機等消費性PCB廠",印刷電路板,7.11,40.9
5475,德宏,2,台灣專業電子級玻纖布廠,玻纖布,12.71,421.4
5488,松普,2.97,台灣3C電線製造商,連接線材,9.16,9.5
5498,凱崴,-4.03,台灣PCB鑽頭製造商,雷射鑽孔機、鑽頭,19.35,133.7
6114,久威,1.94,電子材料之代理及加工廠商,電子元件代理商,4.39,13.9
6124,業強,-0.32,台灣最大熱導管供應商,熱導管,18.25,56
6126,信音,3.13,電腦及通訊用之連接器製造商,連接器,12.98,42.8
6127,九豪,-1.14,高階精密陶瓷基板之專業製造廠,被動元件上游,10.81,51.3
6134,萬旭,0.9,主要經營極細銅軸線、天線、信號線等線材業者,連接線材,8.19,27.5
6156,松上,1.03,印刷電路板和磁性元件製造商,印刷電路板,10.79,21.2
6158,禾昌,-0.81,3C用連接器生產廠,連接器,5.57,10.2
6173,信昌電,9.84,華新科旗下的MLCC及瓷粉原料供應商,MLCC,17.12,230.5
6174,安碁,1.22,台灣三大石英元件廠之一,石英元件,5,20.8
6175,立敦,0.44,立隆電旗下的被動元件上游鋁箔製造廠,被動元件上游,15.01,103
6185,幃翔,0.72,生產各類應用連接器,連接器,14.99,20.9
6194,育富,-0.15,台灣印刷電路板製造業者,印刷電路板,4.8,15.5
6203,海韻電,8.42,台灣以PC高階應用為主之交換式電源供應器廠商,電源供應器,8.24,61.6
6204,艾華,-0.54,國內利基型被動元件大廠,電阻,2.31,16.9
6207,雷科,7.39,主/被動元件設備及材料供應商,設備儀器商,7.98,54.5
6210,慶生,1.74,台灣中小型的多層PCB廠,印刷電路板,3.5,7.2
6217,中探針,6.02,台灣第一家探針及探針式連接器製造廠,探針、探針卡,11.72,330.5
6220,岳豐,-0.17,主要生產區域網路線材，並延伸至終端產品生產廠商,連接線材,14.65,43.9
6259,百徽,9.98,主要代理電磁波防制元件和電源相關元件,電子元件代理商,2.81,6.9
6266,泰詠,-1.43,台灣專業SMT加工及組裝測試廠商,電子製造服務,15.39,42.4
6274,台燿,6.2,全球前十大銅箔基板廠之一,銅箔基板,29.14,4202.2
6275,元山,-5.26,知名散熱風扇大廠,散熱風扇馬達,8.02,40.4
6279,胡連,-2.82,兩岸最大汽車端子製造商,汽車端子,11.9,143.4
6284,佳邦,0.61,電子保護元件及天線產品之領導廠商,天線,14.9,122.2
6290,良維,-0.36,全球知名電源線及充電器轉接頭製造商,連接線材,16.95,466.9
6292,迅德,7.51,專注生產工業用變壓器產品之廠商,變壓器,4.66,26
6418,詠昇,-1.57,各種應用之訊號連接器及傳輸線製造商,連接器,3.45,10.8
6432,今展科,9.95,專業之電感供應商,電感,3.44,16.7
6538,倉和,-1.38,國內最大的太陽能精密網版廠,電子其他,3.81,29.8
6584,南俊國際,2.69,專業鋼珠滑軌之製造廠商,其他電子零件,7.09,485.4
6597,立誠,9.97,一詮轉投資之LED陶瓷基板廠,LED散熱基板,3,22.5
