代碼,商品,漲幅%,產業地位,細產業,股本,市值
1101,台泥,1.6,台灣最大水泥廠,水泥,752.32,1910.9
1102,亞泥,-0.86,台灣前二大水泥廠,水泥,354.66,1228.9
1103,嘉泥,0.37,主要從事水泥通路貿易,水泥,79.02,106.3
1104,環泥,0,台灣最大石膏板供應商,預拌混凝土,68.67,194.3
1108,幸福,0.34,台灣第三大水泥廠,水泥,40.47,59.1
1109,信大,0.65,銷售市場以台北、宜蘭、基隆、桃園等為主,水泥,34.12,52.9
1110,東泥,2.33,台灣中南部市場水泥供應商,水泥,57.2,87.8
1201,味全,-1.21,老牌綜合食品大廠,乳製品,50.61,62
1203,味王,0,老牌食品廠,調味品,24,105.6
1210,大成,-1.13,白肉雞電宰加工廠及飼料大廠,飼料,89.48,468
1213,大飲,2.86,產品以蘋果西打為主,非酒精飲料,5.66,5.1
1215,卜蜂,-0.75,台灣白肉雞供應商及飼料大廠,肉品加工,29.48,392.1
1216,統一,0.96,台灣食品業龍頭廠之一,乳製品,568.2,4199
1217,愛之味,-0.31,以飲料、傳統類罐頭為主的食品商,非酒精飲料,49.45,47.6
1218,泰山,0.26,台灣油脂、飲料大廠,油脂,50,95.7
1219,福壽,-0.75,台灣知名農糧油脂、寵物飼料大廠,飼料,34.12,45.4
1220,台榮,0.82,台灣知名果糖大廠，並生產飼料及水產品,飼料,17.71,21.9
1225,福懋油,0.16,台灣油脂、飼料大廠,油脂,24.23,77.6
1227,佳格,-0.69,台灣最大穀物營養品與油品供應商,油脂,91.51,264
1229,聯華,-2.49,聯華神通集團之創始公司，是台灣麵粉品牌龍頭企業,麵粉,179.6,738.1
1231,聯華食,0.58,台灣休閒食品大廠，並供應7-11鮮食產品,調理食品,29.85,259.7
1232,大統益,0,台灣最大黃豆加工製造廠，是豆粉與油脂製造龍頭,油脂,16,236.8
1233,天仁,-0.17,台灣知名茶葉廠並轉投資喫茶趣,茶葉相關,9.06,26
1234,黑松,-0.43,主要從事黑松品牌飲料製造及酒品代理,非酒精飲料,40.19,140.9
1235,興泰,-2.18,生產畜產及水產類飼料之廠商,飼料,18.86,84.5
1236,宏亞,0.19,旗下七七巧克力與禮坊喜餅為知名品牌,可可製品,8.67,22.9
1256,鮮活果汁-KY,0.57,大陸新茶飲上游原料供應商,非酒精飲料,3.58,63.3
1702,南僑,-0.58,台灣最大烘焙用油脂廠，轉投資餐飲事業眾多品牌,油脂,29.41,100.4
1737,臺鹽,0,台灣最大製鹽商，並跨足生技及水產品,製鹽業,20,63.1
3054,立萬利,-1.14,生技保健相關產品之銷售廠商,食品生技,8.07,56.1
7780,大研生醫*,-0.8,尚凡旗下子公司，以生產保健食品為主,食品生技,8.1,149.9
7791,皇家可口,-1.09,南僑旗下冰品大廠,乳製品,8,51
1264,德麥,0,台灣最大烘焙原物料供應商,食品飲料相關通路,3.71,100.6
1294,漢田生技,1.54,台灣知名的液劑、晶凍保健食品代工廠,食品生技,3.06,24.2
1295,生合,-0.74,台灣專精乳酸菌研發與生產製造商,食品生技,3.45,18.5
1796,金穎生技,-0.53,為醱酵原料及保健品廠商,食品生技,4.15,15.5
4205,中華食,-0.14,中華豆腐及豆花製造廠,食品加工,9.76,72.2
4207,環泰,3.35,台灣三大果糖廠之一,製糖,19.85,36.7
6846,綠茵,1.3,台灣保健食品原料製造商,食品生技,2.71,19
7743,金利食安,0,冷壓蔬果汁供應商,非酒精飲料,3.65,7.3
1301,台塑,1.44,台灣最大塑化集團，亞洲最大PVC生產商,PVC,636.57,3135.1
1303,南亞,3.27,全球最大的塑膠加工廠、第四大EG廠,塑膠加工,793.08,7256.7
1304,台聚,2.76,台灣EVA、PE知名廠商,PE,118.88,155.1
1305,華夏,4.71,台灣第二大PVC廠，轉投資台氯,PVC,58.11,77.6
1307,三芳,0.78,全球最大的合成皮生產商,塑膠皮布,39.78,129.1
1308,亞聚,1.87,台聚轉投資之EVA及LDPE知名廠商,EVA,59.37,81
1309,台達化,0.3,台灣第三大PS廠,PS,39.76,67.2
1310,台苯,0.12,台灣第三大SM廠,SM,52.79,45.6
1312,國喬,1.72,台灣第二大SM及ABS廠,SM,110.66,130.6
1313,聯成,1.35,全球最大可塑劑及苯酐供應商,DOP,133.08,149.7
1314,中石化,-0.7,台灣第一大CPL廠,CPL,378.49,268.3
1315,達新,0,台灣知名雨衣及成衣製造商,塑膠加工,9.91,61.2
1321,大洋,0.17,台灣第三大PVC廠，並有資產開發題材,PVC,22.72,67.3
1323,永裕,2.6,台灣知名的塑膠瓶及軟管製造商,塑膠加工,9.13,18
1324,地球,0,台灣主要PVC膠帶供應商,膠帶,7.51,7.7
1325,恆大,1.28,台灣最大的紡結不織布生產廠,不織布,8.53,23.6
1326,台化,1.81,台灣最大的PTA廠,PTA,586.12,2801.6
1337,再生-KY,-2.2,大陸第一大EVA發泡材商,塑膠加工,26.9,13.2
1340,勝悅-KY,-1.78,第三方物流承租收入及旅館事業,鞋材,15.29,8.5
1341,富林-KY,-1.13,越南第一大PVC人造皮革生產商,塑膠皮布,5.29,32.4
4306,炎洲,1.52,台灣膠帶龍頭公司,膠帶,67.68,90.3
4303,信立,-0.57,台灣知名PU合成皮及PVC皮廠商,塑膠皮布,9.46,49.2
4304,勝昱,2,台灣EMI電磁波屏隔材料第一大廠,塑膠加工,6.1,18.7
4305,世坤,-0.46,專業PVC軟質膠布廠,塑膠皮布,5.5,24
9950,萬國通,1.42,台灣最大旅行箱製造商,手提箱,16.77,17.9
1402,遠東新,0.96,全球前五大聚酯製造商，集團轉投資橫跨領域廣,聚酯粒,535.29,1410.5
1409,新纖,2.38,新光集團旗下，台灣知名化纖廠,聚酯粒,161.84,278.4
1410,南染,-0.36,轉型為不動產租賃業務,物業投資發展,6.2,17.1
1413,宏洲,-0.21,宜進入主，聚酯粒、聚酯絲與加工絲一貫廠,聚酯絲,13.21,9.8
1414,東和,0.31,棉混紡紗大廠,混紡紗,19.8,32.2
1417,嘉裕,-0.46,裕隆集團旗下，台灣知名男性西服供應商,成衣銷售／零售,18.99,16.5
1418,東華,-1.57,台灣老牌的亞克力棉製造商,亞克力棉,5.68,8.8
1419,新紡,-0.31,新光集團旗下，平織布生產商，士林三寶之一,織布業,30,192.3
1423,利華,-0.73,台灣第一大的專業毛條生產商,毛紡,9.96,40.4
1434,福懋,0.32,台塑集團旗下，台灣知名輪胎簾布製造商,尼龍製品,168.47,267.9
1440,南紡,-0.82,台灣最大的聚酯棉與紡紗廠，並經營夢時代購物中心,聚酯棉,165.68,201.3
1441,大東,0.92,台灣主要棉紡生產企業,棉紡業,7.17,6.3
1444,力麗,-0.67,台灣聚酯加工絲龍頭廠,聚酯加工絲,99.56,59.3
1445,大宇,-1.57,台灣專業的織布廠,織布業,13.07,16.3
1446,宏和,-1.27,台灣知名的長短纖布廠,織布業,13.77,21.5
1447,力鵬,0.2,力麗集團旗下，台灣知名尼龍粒大廠,尼龍粒,91.01,45.1
1449,佳和,9.65,織布生產商，產品為先染及長纖織物,織布業,12.71,18.1
1451,年興,0.3,全球最大的牛仔成衣廠,成衣製造,19.8,33.2
1452,宏益,-1.34,台灣專業的加工絲一貫廠,聚酯加工絲,13.26,14.7
1454,台富,-2.85,台灣加工絲、織布一貫廠,織布業,12.98,17.7
1455,集盛,0.62,台灣前三大尼龍粒廠商及前四大聚酯加工絲廠,尼龍粒,53.17,43.2
1457,宜進,-0.34,台灣前五大加工絲廠之一,聚酯加工絲,31.67,45.8
1459,聯發,0.42,台灣十大聚酯加工絲廠之一,聚酯加工絲,35.86,42.9
1460,宏遠,-0.83,遠東集團旗下，是一家長短織一貫布廠,織布業,69.46,49.9
1463,強盛新,0,台灣專業的染整廠之一,染整,17.33,31.6
1464,得力,0.5,台灣老牌織染一貫化布廠,織布業,42.56,42.8
1465,偉全,-1.22,台灣專業的長纖布廠,織布業,10.36,12.6
1466,聚隆,1.6,台灣前二大的尼龍加工絲廠之一,尼龍絲,11.12,17.6
1467,南緯,0.28,為品牌大廠代工及與Wal-mart合作的成衣廠,成衣製造,23.36,12
1468,昶和,0,尼龍長織布廠,織布業,16.04,20
1470,大統新創,-1.33,台灣知名的染整廠，並跨足機能布,染整,8.58,19.1
1473,台南,0.73,台灣前三大成衣製造商，在大陸有Tony wear自有品牌,成衣製造,14.62,30.4
1474,弘裕,-0.8,台灣最大的工業用布廠,工業紡織品,12.99,13
1475,業旺,-0.18,台灣紡織助染劑廠,染料，顏料,6.6,18.3
1476,儒鴻,0.44,台灣最大針織布及前二大成衣代工廠,成衣製造,27.44,947.9
1477,聚陽,-1.58,全球前五大、台灣第一大成衣代工廠,成衣製造,24.67,537.8
4414,如興,-0.2,國內知名成衣代工製造商,成衣製造,26.38,26.3
4426,利勤,-0.5,3D立體織物之專業生產商,織布業,17.27,13.8
4438,廣越,2.74,為國際知名運動品牌之羽絨服製造商,成衣製造,11.34,67.9
4439,冠星-KY,-1.21,adidas運動服飾品牌最大的短纖布料供應商,織布業,3.81,37.3
4440,宜新實業,-0.83,國內市占第一的彈性包覆紗廠商,聚酯紗,6.76,12.1
4441,振大環球,3.33,主要為美系客戶代工生產成衣的廠商,成衣製造,6.82,137.4
4401,東隆興,0,亞洲最大的尼龍66線紗供應商,尼龍絲,12.27,17.2
4402,郡都開發,-0.36,經營紡織及太陽能電站業務,織布業,6.8,9.3
4406,新昕纖,-0.5,為特殊規格加工絲的中小型假撚廠,聚酯加工絲,5.19,5.2
4413,飛寶企業,0,主要經營長纖布業務,織布業,3.13,5.8
4417,金洲,0.76,全球第一大漁網生產商,魚網,8.4,39
4420,光明,1.92,宜進入主，經營功能性加工絲與環保訴求加工絲為主,聚酯加工絲,4.05,17.2
4432,銘旺實,-0.35,主要客戶為Adidas、Reebok等運動服大廠,成衣製造,5.06,7.1
4433,興采,1,首創環保咖啡紗的功能性布料領導商,織布業,6.13,12.4
4442,竣邦-KY,0,亞洲知名布料供應商,織布業,3.23,17.7
6506,雙邦,3.74,塗佈貼合加工及特用化學原料供應商,織布業,8.24,14.9
1503,士電,1.98,屬仰德集團，本業以電機相關產品為主，為士林三寶之一,電機,52.1,1075.8
1504,東元,-0.27,多角化經營的台灣老牌家電廠,電機,237.64,1725.3
1506,正道,2.38,台灣知名活塞與汽車鍛件製造商,轉向系統,30.04,17.7
1513,中興電,0.32,台灣知名重電及機電工程廠商,電機,50.31,797.4
1514,亞力,2.43,生產配電盤、電力變壓器為主的電機公司,電氣零件與設備,27.31,345.5
1515,力山,9.79,台灣知名健身器材代工廠,健身器材,18.15,43.7
1517,利奇,0.99,台灣老牌自行車零件廠,自行車零件,22,22.4
1519,華城,2.79,生產電力變壓器為主之重電廠,變電設備,31.59,2909.3
1526,日馳,0,全球知名的自行車內、外變速器製造商,自行車零件,6,9.4
1527,鑽全,0,台灣最大的釘槍代工大廠,電動工具,13.86,44.9
1528,恩德,-1.51,台灣生產PCB鑽孔機、成型機與木工機械廠商,木工機械,19.13,50
1529,樂事綠能,-1.97,以重電事業及太陽能光電業務為主,配電盤,15.51,34.8
1530,亞崴,1.53,台灣知名CNC加工機及龍門機製造商,工具機,9.46,25.2
1531,高林股,-0.77,全球前三大工業用縫紉機商 自有品牌SiRUBA,工業用縫紉機,18.21,23.5
1532,勤美,-0.24,事業涵蓋金屬成型、建設住宅、飯店、商場等領域,引擎相關,42.26,87.1
1535,中宇,-0.4,中鋼集團旗下，環保工程廠商,工程顧問,12.37,62
1537,廣隆,2.45,鉛酸蓄電池專業製造商,工業用電池,8.21,103
1538,正峰,-4.51,以生產電動工具機、汽車燈具為主的廠商,電動工具,3.23,3.8
1539,巨庭,-0.32,DIY鉋木機領導廠商,木工機械,6.54,10.3
1540,喬福,-0.48,台灣中大型工具機製造大廠，以客製化為主,工具機,8.55,17.8
1541,錩泰,-1.92,圓鋸機、線鋸機等桌上型木工機的代工廠商,木工機械,7.88,18.1
1558,伸興,0.99,全球最大家用縫紉機ODM廠,家用縫紉機,6.45,59.5
1560,中砂,9.97,台灣從事砂輪及再生晶圓生產製造廠商,磨料磨具,14.98,926.5
1583,程泰,3.16,台灣規模最大的專業CNC車床製造商,工具機,10.94,53.6
1590,亞德客-KY,2.99,大陸前三大氣動元件供應商之一,氣動元件,20,3100
1597,直得,5.2,全球知名的微型線性滑軌元件廠商,滑軌,8.93,162.5
2049,上銀,9.86,全球前三大滾珠螺桿廠商,滑軌,35.38,1241.8
2371,大同,0,台灣重電及家電大廠，並擁有土地資產,重電設備,215.08,657.1
3167,大量,6.43,全球PCB成型機龍頭廠,雷射鑽孔機、鑽頭,9.01,644.3
4526,東台,2.17,全球PCB鑽孔機的領導者,工具機,25.48,89.8
4532,瑞智,1.09,聲寶旗下，全球知名壓縮機廠,壓縮機,49.49,114.8
4540,全球傳動,1.31,台灣知名的精密滾珠螺桿廠,滑軌,11.52,80.1
4552,力達-KY,-0.74,大陸通用型空氣壓縮機品牌領導廠商,壓縮機,11.6,23.2
4555,氣立,0,台灣氣壓自動化零組件廠商,氣動元件,7,29.8
4560,強信-KY,0.43,全球工業縫紉機零配件大廠,工業用縫紉機,6.81,24.1
4562,穎漢,-1.33,全球第一大金屬彎管機製造商,工具機,8.75,32.6
4564,元翎,-1.94,全球前二大迷你高壓氣體鋼瓶製造廠,金屬加工／製品,23.28,41.1
4566,時碩工業,1.64,台灣精密金屬零件加工廠商,金屬加工／製品,11,75.1
4571,鈞興-KY,3.95,專業生產客製化齒輪廠商,機械零組件,5.3,104.7
4572,駐龍,-2.36,飛機機身結構件研製及銷售商,飛機零件／製造,4,57.8
4576,大銀微系統,9.87,全球最大之半導體奈米級精密定位系統製造商,氣動元件,11.98,300.1
4583,台灣精銳,2.76,高精密度之伺服用行星式齒輪減速機提供商,減速機,8.02,627.7
5288,豐祥-KY,1.64,越南主要汽機車零件供應商，跨足醫療器材零件,機車零組件,6.97,107.7
6606,建德工業,-0.59,全球專業的磨床工具機廠商,磨床,11.03,27.8
7750,新代,9.82,生產精密設備控制器為主的製造商,工具機控制器,7.18,2008
8222,寶一,-6.46,專注於航空發動機內的高溫段零組件製造商,飛機零件／製造,6.86,24.3
8374,羅昇,1.02,自動化機電零組件代理暨技術服務商,自動化設備,11.23,79.9
8996,高力,3.94,台灣唯一製造硬銲型不銹鋼板式熱交換器廠,金屬加工／製品,9.35,975.7
1570,力肯,6.53,台灣氣動釘槍製造廠商,電動工具,5.15,20.6
1580,新麥,-0.8,亞洲最大烘焙設備製造廠,烘焙及食品飲料機械,4.93,60.9
1586,和勤,-0.23,台灣汽車及硬碟零件雙核心精沖技術大廠,汽機車零組件,10.68,23.1
1591,駿吉-KY,-1.4,東南亞最大氣動式工業用槍釘供應商,螺絲螺帽,3.8,24.2
1599,宏佳騰,-1.21,以自有品牌「AEON」沙灘車起家並跨入機車領域的業者,沙灘車,7.3,18.2
2066,世德,6.58,全球汽車大廠之第一階扣件及金屬零件供應商,螺絲螺帽,4.44,20.9
2067,嘉鋼,-3.6,台灣小型鑄件廠,機械零組件,4.51,3.3
2070,精湛,-3.74,全球扣件篩選設備大廠,設備儀器商,4.18,29
2230,泰茂,-7.39,台灣知名汽車活塞環廠商,活塞,6.8,21.3
2235,謚源,1.34,為車用水箱風扇製造商，堤維西為其最大股東,車用冷卻系統,3.59,10.9
3162,精確,-0.66,敏實集團旗下的車用鋁壓鑄零件供應商,汽機車零組件,15.44,139.7
3226,龍鋒,-0.12,台灣車燈及車用LED模組製造商,車燈,6.44,26.4
3379,彬台,-1.88,食品飲料機械設備供應大廠,烘焙及食品飲料機械,3.8,13.9
3426,台興,0,台灣專業電磁閥製造商,電氣零件與設備,2.64,12.6
3685,元創精密,-0.33,車用導光板及沖焊零件供應商,汽機車零組件,7.96,23.9
4502,健信,-4.86,台灣主要汽車鋼圈及鋁圈廠,輪圈,5.75,9
4503,金雨,4.1,台灣最大自動販賣機製造廠,自動販賣機,7.83,36.8
4506,崇友,-0.84,台灣前三大電梯製造商,電梯,17.7,208
4510,高鋒,0.32,台灣從事生產切削機及龍門機廠商,工具機,10.9,51.4
4513,福裕,0.34,台灣最大磨床廠商,磨床,13.44,16.9
4523,永彰,-2.1,汽車空調OEM廠商,汽車空調,6.49,19.7
4527,方土霖,0.47,台灣專業的中央空調系統冰水機組銷售商,空調製冷,7.62,32.9
4528,江興鍛,0,台灣汽車傳動系統零件鍛造廠,傳動系統,8.42,13.4
4533,協易機,4.1,台灣沖床大廠,沖床,15.84,50.3
4534,慶騰,-3.76,台灣粉末冶金及齒輪箱設計開發知名廠商,金屬加工／製品,8.68,20
4535,至興,0,台灣最大汽機車精密沖壓零件廠,汽機車零組件,7.57,20.7
4538,大詠城,-0.27,台灣工具機鑄件廠,機械零組件,5.95,10.9
4543,萬在,-5.94,專供AM市場汽車空調與引擎冷卻系統零件製造廠,汽車空調,5.98,22.7
4549,桓達,-0.49,台灣最大製程自動化感測器廠,自動化設備,5.7,57.6
4550,長佳,-0.41,專業的機電工程整合公司,配電工程,3.78,9.2
4558,寶緯,4.9,台灣加工鋁擠型及鋁窗生產廠,鋁擠型,5,10.2
4561,健椿,0.39,台灣知名的工具機精密主軸製造廠,工具機主軸,5.85,30.2
4563,百德,3.6,為台灣老字號的綜合加工機製造廠商,工具機,5.5,27.6
4568,科際精密,0.12,台灣微型泵浦大廠,幫浦,3.17,13
4580,捷流閥業,-0.37,專業閥門製造商,工業閥門,4.68,38.3
4584,君帆,-1.71,大中華地區前三大油壓缸供應商,液壓元件,3,12
6122,擎邦,-0.61,整廠工程之承攬、規劃、設計、施工服務廠商,工程顧問,7.81,38.2
6425,易發,8.24,深耕面板製程設備，並跨足半導體及動力電池設備之廠商,面板設備,5.09,44.8
6603,富強鑫,-1.24,台灣塑膠射出機領導廠商,塑膠機械,16.74,40
6609,瀧澤科,1.64,中日合資工具機生產廠商，以CNC車床為主,車床,7.25,31.4
6843,進典,-0.43,高階工業閥門製造商,工業閥門,3.33,15.3
6982,大井泵浦,0.95,台灣老牌的水泵產品銷售商,幫浦,4.07,21.6
7642,昶瑞機電,-1.91,台灣直流馬達吊扇製造商,家電,3.02,21.7
7709,榮田,-1.66,立式車床領導大廠,車床,3.91,32.4
8027,鈦昇,9.85,專業於半導體、主機板、高階基板材料等設備廠商,封測用設備,11,244.7
8083,瑞穎,0.29,台灣軸承製造商，主要應用於車庫門、手推車等,軸承,3.51,61.3
8107,大億金茂,-4.56,大億集團旗下之汽車零組件供應商,汽機車零組件,7.5,8.6
8255,朋程,2.41,全球燃油車發電機二極體龍頭之一,二極體,10.18,151.7
9951,皇田,-1.46,全球第二大汽車窗簾ODM廠,汽車內裝,7.33,39.6
1603,華電,2.34,台灣老牌電線電纜業者，並跨入鋁門窗生產,電力電纜,19.17,63
1604,聲寶,0.22,台灣知名家電品牌,家電,38.42,87.6
1605,華新,3.7,大中華區電線電纜及不鏽鋼領導廠商,不鏽鋼,443.13,1551
1608,華榮,0.74,台灣超高壓電力電纜線路統包工程知名業者,電力電纜,63.28,216.7
1609,大亞,0.83,國內電力電纜、漆包線知名廠商,電力電纜,78.53,285.4
1611,中電,-0.84,以東亞照明品牌銷售燈具及LED照明產品,照明,32.27,38.1
1612,宏泰,1.5,台灣電力電纜業者之一,電力電纜,31.61,117.7
1614,三洋電,-0.47,台灣知名家電品牌,家電,26.91,85.7
1615,大山,-0.89,台灣知名電力電纜公司,電力電纜,19.67,87.1
1616,億泰,0.9,國內電力電纜業者,電力電纜,19.41,43.4
1617,榮星,-1,專業漆包線及電子用線大廠,漆包線,16.95,25.3
1618,合機,-1.53,台灣主要電力電纜廠,電力電纜,19.27,74.4
1623,大東電,-1.42,台灣知名電力電纜公司,電力電纜,6.6,160.1
1626,艾美特-KY,-0.91,大陸「艾美特AIRMATE」品牌小家電生產商,小家電,14.98,16.3
4930,燦星網,0,由燦坤集團分割之小家電製造業,小家電,8,14.3
5283,禾聯碩,-0.38,台灣智慧家電廠，經營HERAN品牌,家電,8.76,45.8
2061,風青,6.8,台灣知名漆包線供應商,漆包線,5.74,12.6
1708,東鹼,7.93,台灣老牌硫酸鉀(SOP)肥料廠,肥料,24.9,100
1709,和益,-0.8,台灣烷化品大廠、且為唯一氫化石油樹脂商,烷基苯,47.7,88.2
1710,東聯,2.89,遠東集團旗下，EG大廠,EG,88.57,110.3
1711,永光,-5.74,亞洲染料廠龍頭,染料，顏料,54.78,296.9
1712,興農,-1.19,台灣農藥市場龍頭公司,農藥,42.05,174.3
1713,國化,-0.32,保險粉生產商,保險粉,15.1,71.5
1714,和桐,6.28,亞洲最大正烷屬烴供應商,正烷屬烴,99.18,97.3
1717,長興,3.72,亞洲最大合成樹脂廠，亦是全球最大乾膜光阻劑,合成樹脂,117.22,947.2
1718,中纖,2.21,台灣化纖及EG重要供應商,EG,168.59,109.2
1721,三晃,10,油墨、表面處理劑、PU樹脂生產企業,其他化工產品,18.49,58
1722,台肥,1.18,台灣最大肥料及化學廠商,肥料,98,461.6
1723,中碳,1.13,中鋼集團旗下，台灣唯一煤化工製造商,煤化工,23.69,191.4
1725,元禎,4.29,石化原料之專業代理商,化學產品通路,18.18,59.6
1726,永記,-0.65,台灣最大油漆廠，主要生產防火漆,塗料,16.2,123.3
1727,中華化,5.53,台灣主要生產硫酸產品之廠商,強酸產品,12.8,97.7
1730,花仙子,-0.19,台灣最大家庭日用品廠商,衛生清潔用品,6.32,33.3
1732,毛寶,0.94,台灣主要清潔用品大廠,衛生清潔用品,4.24,11.4
1735,日勝化,7.48,專業合成皮用PU樹脂製造商,PU樹脂,9.94,27.1
1773,勝一,2.03,台灣第2大溶劑廠商,溶劑,30,528
1776,展宇,-0.88,台灣PU樹脂及硬化劑大廠,PU樹脂,6.01,10.1
4720,德淵,-1.15,台灣最大熱熔膠供應商,熱熔膠,11.45,29.5
4722,國精化,-0.63,台灣不飽和聚酯樹脂大廠,合成樹脂,10.28,240.2
4739,康普,9.9,台灣特用化學材、電池材料、PTA氧化觸媒大廠,正極材料,12.47,119
4755,三福化,0,台灣半導體特用化學大廠,半導體化學品,10.07,140
4763,材料*-KY,0.12,全球第五大醋酸纖維絲束大廠,半合成纖維,9.89,414.9
4764,雙鍵,-5.59,全球前三大光固化起始劑生產商,其他化工產品,8.55,274.6
4766,南寶,-3.32,台灣接著劑材料大廠,合成樹脂,12.06,457
4770,上品,7.38,全球氟素樹脂加工應用廠商,合成樹脂,8,191.9
1742,台蠟,1.61,台灣唯一蠟品專業製造商,石蠟,9.27,14.6
3430,奇鈦科,9.8,台灣橡塑、UV化學添加劑生產廠,其他化工產品,3.37,56.6
4706,大恭,-0.64,台灣最大合成顏料製造商,染料，顏料,7.9,24.4
4707,磐亞,7.14,台灣主要從事生產界面活性劑廠商,其他化工產品,40.37,66.6
4711,永純,3.43,台灣生產酸醇樹脂製造廠商,合成樹脂,6.11,10.1
4714,永捷,0.34,台灣PU樹脂大廠,PU樹脂,17.81,26.4
4716,大立,0.33,台灣主要從事生產合成樹脂廠商,合成樹脂,9.44,14.2
4721,美琪瑪,-0.42,全球最大PTA氧化觸媒供應商，也生產正極材料,正極材料,7.5,71.3
4741,泓瀚,0,台灣最大噴墨打印墨水研發與製造公司,染料，顏料,3.48,21.4
4754,國碳科,0.13,台灣防火材料研發及生產廠商,塗料,3.03,11.3
4767,誠泰科技,0,自動化設備用熱熔膠製造商,熱熔膠,3.14,8.4
4768,晶呈科技,-3.65,半導體及光電特殊氣體供應商,工業氣體,4.75,232
4772,台特化,-1.24,中美晶旗下，特氣供應商,工業氣體,14.77,468.9
6509,聚和,-2.13,全球前三大自黏便條紙商、知名造紙化學品廠,其他化工產品,19.65,85.9
1707,葡萄王,0,台灣保健食品製造領導廠商,食品生技,14.81,167.4
1720,生達,0,台灣前三大學名藥廠,西藥製劑,17.87,109.2
1731,美吾華,-0.23,藥品代理並生產自有品牌染髮劑及沐浴用品,衛生清潔用品,13.29,28.8
1733,五鼎,0.71,台灣血糖測試儀製造的龍頭企業,血糖儀,10,28.5
1734,杏輝,-0.33,台灣老牌學名藥製造商，並跨足保健食品及中草藥原料開發,西藥製劑,19.02,58.1
1752,南光,-1.03,台灣最大針劑製藥廠,西藥製劑,10.1,33.9
1760,寶齡富錦,-0.93,台灣老牌學名藥廠，經營西藥與醫美保健事業,西藥製劑,8.57,54.7
1762,中化生,-3.1,中化旗下原料藥製造商，MMF與MCB在美國為龍頭地位,原料藥,7.69,28.9
1783,和康生,-1.14,專注膠原蛋白之高階醫材及醫美保養產品,醫用植入材料,8.97,34.9
1786,科妍,-1.41,台灣首家醫療級玻尿酸醫材廠,醫用植入材料,7.48,41.9
1789,神隆,-2.78,台灣原料藥龍頭企業,原料藥,79.07,152.2
1795,美時,-1.48,台灣老牌學名藥廠，從事困難學名藥與癌症學名藥之製造,西藥製劑,26.69,621.8
3164,景岳,1.15,亞洲第一家益生菌原料藥GMP廠,食品生技,8.6,15.1
3705,永信,0.18,台灣人用學名藥與動物用藥之龍頭企業,西藥製劑,26.64,147.6
3716,中化控股,-1.43,台灣前三大學名藥廠,西藥製劑,14.98,51.7
4104,佳醫,-0.57,台灣最大洗腎相關儀器及耗材代理商,洗腎器具,18.84,132.2
4106,雃博,0,亞洲最大防褥瘡氣墊床廠,福祉輔助設備,10.09,22.4
4108,懷特,0,美吾華旗下植物新藥研發公司,植物新藥,19.86,24
4119,旭富,-5.04,全球最大之丙戊酸一系列癲癇藥物生產者,原料藥,11.95,52.9
4133,亞諾法,-0.91,全球抗體與重組蛋白製造龍頭,生物製劑,6.06,13.2
4137,麗豐-KY,-0.47,克麗緹娜品牌之美容護膚產品通路商,美容,8.25,88.3
4142,國光生,-0.84,台灣流感疫苗龍頭企業,生物製劑,42.95,75.8
4148,全宇生技-KY,5.93,馬來西亞生化複合肥料龍頭廠商,農業生技,6.72,25.8
4155,訊映,-0.77,血糖儀、血糖試片、居家醫療器材廠商,血糖儀,14.48,18.8
4164,承業醫,1.75,台灣最大腫瘤醫學設備代理商,醫療器材通路,19.53,55.3
4169,泰宗,-1.28,專注肝癌檢測與泌尿道新藥研發廠商,新藥研發,6.64,102.3
4178,永笙-KY,0,中天生技集團旗下細胞治療新藥公司,新藥研發,21.59,41
4190,佐登-KY,0,專注研發生產、銷售保養品及課程服務領域,美容,6.14,15.1
4736,泰博,-0.79,台灣HCT(血球容積)變化檢測技術領導廠,血糖儀,9.54,119.2
4737,華廣,1.02,以Bionime為自有品牌生產居家醫療用血糖機及測試片廠商,血糖儀,7.74,45.9
4746,台耀,2.21,全球維他命D衍生物製造大廠,原料藥,12.03,66.7
4771,望隼,0.53,長華轉投資隱形眼鏡ODM廠,隱形眼鏡,5.87,110.3
6431,光麗-KY,-4.05,美妝保養品代工廠商,美妝保養品,8.61,10.2
6446,藥華藥,-2.49,罕見真性紅血球增生症藥物研發廠商,新藥研發,37.99,2682.2
6472,保瑞,-2.51,台灣最大CDMO代工廠，且為利基學名藥研發公司,西藥製劑,12.8,521.8
6491,晶碩,0.88,和碩集團旗下隱形眼鏡公司,隱形眼鏡,7.8,222.7
6541,泰福-KY,1.4,免疫、癌症等領域生物相似藥及新藥研發,新藥研發,26.5,105.6
6550,北極星藥業-KY,-3.98,聚焦標靶抗癌新藥研發,新藥研發,85.99,130.2
6589,台康生技,-0.55,台灣生技藥品委託開發生產服務廠商,醫藥研發外包服務,30.82,113.6
6598,ABC-KY,0.89,創新數位生物條碼技術大廠,檢驗試劑／紙,10.28,23.3
6657,華安,-2.68,小分子新藥研發廠,新藥研發,8.88,35.4
6666,羅麗芬-KY,0.36,銷售以面部類為主的大陸美妝品牌公司,美妝保養品,4.74,19.7
6782,視陽,-0.77,明基材轉投資，為亞洲矽水膠隱形眼鏡代工龍頭,隱形眼鏡,6.3,122.5
