符合條件商品
資料日期：2026年  5月  5日
策略,	新策略(2)
"序號","代碼","商品","成交","漲幅%","總量","收盤價","產業","細產業","所有細產業",產業地位
886	,"4188.TW","安克","12","1.69","11","12","上櫃生技醫療","智慧醫療技術","智慧醫療技術",全球首個FDA核准之超音波電腦輔助診斷(CAD)醫材公司
887	,"4190.TW","佐登-KY","24.85","-0.6","20","24.85","上市生技醫療","美容","時尚產業,美妝保養品,美容",專注研發生產、銷售保養品及課程服務領域
888	,"4192.TW","杏國","20","-2.91","7","20","上櫃生技醫療","植物新藥","醫藥產業,生物科技,新藥研發,植物新藥,食品生技",杏輝旗下植物新藥研發廠
889	,"4198.TW","欣大健康","39.3","1.55","7","39.3","上櫃生技醫療","醫學影像裝置","診斷與監測用醫材,醫學影像裝置",高階數位X光機及骨質密度檢測設備廠
890	,"4205.TW","中華食","74","-0.27","50","74","上櫃食品","食品加工","食品加工",中華豆腐及豆花製造廠
891	,"4207.TW","環泰","17.5","0","227","17.5","上櫃食品","製糖","製糖,食品加工,大宗物資,食品添加劑",台灣三大果糖廠之一
892	,"4303.TW","信立","52.9","-0.56","505","52.9","上櫃塑膠","塑膠皮布","塑膠皮布,塑化製品",台灣知名PU合成皮及PVC皮廠商
893	,"4304.TW","勝昱","30.5","-1.61","59","30.5","上櫃塑膠","塑膠加工","膠帶,化學工業,塑膠加工,塑化製品,其他電子零件,電子零件元件",台灣EMI電磁波屏隔材料第一大廠
894	,"4305.TW","世坤","43.75","0","0","43.75","上櫃塑膠","塑膠皮布","塑膠皮布,塑化製品",專業PVC軟質膠布廠
895	,"4306.TW","炎洲","13.15","-0.38","839","13.15","上市塑膠","膠帶","膠帶,化學工業,塑膠加工,塑化製品",台灣膠帶龍頭公司
896	,"4401.TW","東隆興","14.15","-0.7","78","14.15","上櫃紡織纖維","尼龍絲","化學纖維,尼龍絲,聚酯紗,紡紗",亞洲最大的尼龍66線紗供應商
897	,"4402.TW","郡都開發","14.35","1.41","34","14.35","上櫃紡織纖維","織布業","織布業,太陽能,太陽能系統運用",經營紡織及太陽能電站業務
898	,"4406.TW","新昕纖","10.05","-0.99","11","10.05","上櫃紡織纖維","聚酯加工絲","化學纖維,聚酯加工絲",為特殊規格加工絲的中小型假撚廠
899	,"4413.TW","飛寶企業","19","0.53","36","19","上櫃紡織纖維","織布業","成衣,成衣製造,織布業",主要經營長纖布業務
900	,"4414.TW","如興","10.2","1.49","582","10.2","上市紡織纖維","成衣製造","成衣,成衣製造",國內知名成衣代工製造商
901	,"4416.TW","三圓","12.7","0.4","110","12.7","上櫃建材營造","營建","營建,地產,物業投資發展",從事國民住宅興建及出租出售業務
902	,"4417.TW","金洲","46.9","0.21","67","46.9","上櫃紡織纖維","魚網","魚網,工業紡織品",全球第一大漁網生產商
903	,"4419.TW","皇家美食","46.05","0.11","3","46.05","上櫃觀光餐旅","餐飲","旅宿／餐飲,餐飲",經營漢堡王、潮港城二大餐飲品牌
904	,"4420.TW","光明","41.2","0.24","51","41.2","上櫃紡織纖維","聚酯加工絲","化學纖維,聚酯加工絲",宜進入主，經營功能性加工絲與環保訴求加工絲為主
905	,"4430.TW","耀億","17.05","-2.57","54","17.05","上櫃其他","尼龍絲","化學纖維,尼龍絲",全球第一大之網球拍線製造商
906	,"4432.TW","銘旺實","14.15","-0.7","78","14.15","上櫃紡織纖維","成衣製造","成衣,成衣製造",主要客戶為Adidas、Reebok等運動服大廠
907	,"4433.TW","興采","20","0","26","20","上櫃紡織纖維","織布業","成衣,成衣製造,織布業",首創環保咖啡紗的功能性布料領導商
908	,"4438.TW","廣越","57.5","3.98","70","57.5","上市紡織纖維","成衣製造","成衣,成衣製造,羽絨加工,紡紗",為國際知名運動品牌之羽絨服製造商
909	,"4439.TW","冠星-KY","98","-2.49","16","98","上市紡織纖維","織布業","織布業",adidas運動服飾品牌最大的短纖布料供應商
910	,"4440.TW","宜新實業","17.7","0","22","17.7","上市紡織纖維","聚酯紗","化學纖維,加工絲,聚酯紗,紡紗",國內市占第一的彈性包覆紗廠商
911	,"4441.TW","振大環球","192.5","3.22","87","192.5","上市紡織纖維","成衣製造","成衣,成衣製造",主要為美系客戶代工生產成衣的廠商
912	,"4442.TW","竣邦-KY","55.9","1.64","20","55.9","上櫃紡織纖維","織布業","織布業",亞洲知名布料供應商
913	,"4502.TW","健信","16","0.63","59","16","上櫃電機機械","輪圈","汽機車零組件,輪圈",台灣主要汽車鋼圈及鋁圈廠
914	,"4503.TW","金雨","43.7","1.75","180","43.7","上櫃電機機械","自動販賣機","工業電腦,POS機系統,自動販賣機,車用充電相關,電力設備",台灣最大自動販賣機製造廠
915	,"4506.TW","崇友","119","1.28","74","119","上櫃電機機械","電梯","電梯,建材",台灣前三大電梯製造商
916	,"4510.TW","高鋒","48.4","-6.38","13038","48.4","上櫃電機機械","工具機","工具機,龍門機,銑床",台灣從事生產切削機及龍門機廠商
917	,"4513.TW","福裕","15.5","3.33","272","15.5","上櫃電機機械","磨床","工具機,龍門機,車床,磨床",台灣最大磨床廠商
918	,"4523.TW","永彰","31.15","2.13","262","31.15","上櫃電機機械","汽車空調","汽機車零組件,汽車空調,汽車內裝,車用冷卻系統,電機,電氣開關設備,電力設備",汽車空調OEM廠商
919	,"4526.TW","東台","40.3","7.47","27542","40.3","上市電機機械","工具機","雷射鑽孔機、鑽頭,印刷電路板相關,工具機,車床,工具機主軸",全球PCB鑽孔機的領導者
920	,"4527.TW","方土霖","42.75","0.12","11","42.75","上櫃電機機械","空調製冷","空調製冷,產業機械",台灣專業的中央空調系統冰水機組銷售商
921	,"4528.TW","江興鍛","15.45","-1.59","82","15.45","上櫃電機機械","傳動系統","汽機車零組件,車用鍛件,木床/車架,傳動系統,懸吊系統,車用金屬成型",台灣汽車傳動系統零件鍛造廠
922	,"4530.TW","宏易","24.6","-1.99","27","24.6","上櫃觀光餐旅","餐飲","水資源,污水處理,汽車內裝,安全氣囊,旅宿／餐飲,餐飲",主要經營餐飲燒烤餐館品牌
923	,"4532.TW","瑞智","22.95","-0.22","709","22.95","上市電機機械","壓縮機","壓縮機,產業機械",聲寶旗下，全球知名壓縮機廠
924	,"4533.TW","協易機","32.75","5.31","8943","32.75","上櫃電機機械","沖床","工具機,沖床",台灣沖床大廠
925	,"4534.TW","慶騰","24.35","1.88","588","24.35","上櫃電機機械","金屬加工／製品","傳產其他,金屬加工/製品",台灣粉末冶金及齒輪箱設計開發知名廠商
926	,"4535.TW","至興","27.3","-1.27","18","27.3","上櫃電機機械","汽機車零組件","汽機車零組件,汽車內裝,汽車座椅",台灣最大汽機車精密沖壓零件廠
927	,"4536.TW","拓凱","151","0","181","151","上市運動休閒","複合材料","航天軍工,傳產其他,運動產業,運動用品,碳纖維",全球知名碳纖維網球拍生產商
928	,"4538.TW","大詠城","18.6","0.27","25","18.6","上櫃電機機械","機械零組件","機械零組件",台灣工具機鑄件廠
929	,"4540.TW","全球傳動","69.3","1.32","18641","69.3","上市電機機械","滑軌","機械零組件,滑軌",台灣知名的精密滾珠螺桿廠
930	,"4541.TW","晟田","51.7","8.05","3000","51.7","上櫃其他","飛機零件／製造","航天軍工,半導體製程設備,設備儀器商,機械零組件,飛機零件/製造",台灣唯一生產飛機起落架零組件廠商
931	,"4542.TW","科嶠","240","9.84","690","240","上櫃電子零組件","PCB相關設備","PCB相關設備,半導體製程設備,設備儀器商",PCB用自動化乾燥設備製造大廠
932	,"4543.TW","萬在","41.5","-2.01","2065","41.5","上櫃電機機械","汽車空調","汽機車零組件,汽車空調,汽車內裝,車用冷卻系統",專供AM市場汽車空調與引擎冷卻系統零件製造廠
933	,"4545.TW","銘鈺","30.65","1.32","63","30.65","上市電子零組件","模具沖壓","其他電子零件,模具沖壓,電子零件元件,自動化設備,產業機械",銘異轉投資沖壓件廠
934	,"4549.TW","桓達","103.5","3.5","251","103.5","上櫃電機機械","自動化設備","自動化設備,產業機械",台灣最大製程自動化感測器廠
935	,"4550.TW","長佳","24.65","1.86","28","24.65","上櫃電機機械","配電工程","配電工程,電力設備,水電消防工程,營造工程,休閒娛樂,俱樂部",專業的機電工程整合公司
936	,"4551.TW","智伸科","142.5","4.4","815","142.5","上市汽車","汽機車零組件","汽機車零組件,傳產其他,金屬加工/製品,自行車零件,產業機械",汽車動力及安全零組件大廠商
937	,"4552.TW","力達-KY","19.95","0.25","165","19.95","上市電機機械","壓縮機","壓縮機,產業機械",大陸通用型空氣壓縮機品牌領導廠商
938	,"4554.TW","橙的","30.1","-0.17","78","30.1","上櫃其他電子","胎壓監測系統","車用電子,胎壓監測系統",胎壓偵測器在北美市佔率達7%以上
939	,"4555.TW","氣立","42.2","0.72","274","42.2","上市電機機械","氣動元件","機械零組件,氣動元件",台灣氣壓自動化零組件廠商
940	,"4556.TW","旭然","39.35","9.92","1582","39.35","上櫃其他","水資源設備／耗材","水資源,水資源設備/耗材",台灣最大的工業過濾設備製造商
941	,"4557.TW","永新-KY","55.5","9.9","304","55.5","上市汽車","剎車系統","汽機車零組件,剎車系統",北美最大AM汽車剎車總分泵之零件供應商
942	,"4558.TW","寶緯","19.1","-0.52","57","19.1","上櫃電機機械","鋁擠型","建材,金屬建材,非鐵金屬,鋁擠型",台灣加工鋁擠型及鋁窗生產廠
943	,"4560.TW","強信-KY","35.8","0.85","189","35.8","上市電機機械","工業用縫紉機","工業用縫紉機,產業機械",全球工業縫紉機零配件大廠
944	,"4561.TW","健椿","44.5","6.21","3450","44.5","上櫃電機機械","工具機主軸","工具機,工具機主軸",台灣知名的工具機精密主軸製造廠
945	,"4562.TW","穎漢","40.35","9.95","4531","40.35","上市電機機械","工具機","工具機,機器人,機器手臂",全球第一大金屬彎管機製造商
946	,"4563.TW","百德","50.4","-5.08","700","50.4","上櫃電機機械","工具機","工具機",為台灣老字號的綜合加工機製造廠商
947	,"4564.TW","元翎","18.55","-1.85","656","18.55","上市電機機械","金屬加工／製品","汽車內裝,安全氣囊,傳產其他,金屬加工/製品",全球前二大迷你高壓氣體鋼瓶製造廠
948	,"4566.TW","時碩工業","70.8","-1.53","2542","70.8","上市電機機械","金屬加工／製品","汽機車零組件,傳產其他,金屬加工/製品",台灣精密金屬零件加工廠商
949	,"4568.TW","科際精密","40.2","-1.11","16","40.2","上櫃電機機械","幫浦","家電零組件,家電,幫浦,產業機械",台灣微型泵浦大廠
950	,"4569.TW","六方科-KY","178.5","-1.11","121","178.5","上市汽車","汽機車零組件","汽機車零組件,傳產其他,金屬加工/製品",泰國精密金屬零組件加工生產商
951	,"4571.TW","鈞興-KY","199.5","2.84","2894","199.5","上市電機機械","機械零組件","機械零組件",專業生產客製化齒輪廠商
952	,"4572.TW","駐龍","149.5","1.01","59","149.5","上市電機機械","飛機零件／製造","航天軍工,航天機械零組件,機械零組件,飛機零件/製造",飛機機身結構件研製及銷售商
953	,"4576.TW","大銀微系統","236.5","1.5","8782","236.5","上市電機機械","氣動元件","機械零組件,氣動元件",全球最大之半導體奈米級精密定位系統製造商
954	,"4577.TW","達航科技","166","2.47","1284","166","上櫃其他電子","雷射鑽孔機、鑽頭","雷射鑽孔機、鑽頭,PCB相關設備,印刷電路板相關,設備儀器商,電子製造服務,電腦系統業",台灣PCB鑽孔代工和設備廠商
955	,"4580.TW","捷流閥業","82.2","0","92","82.2","上櫃電機機械","工業閥門","機械零組件,工業閥門",專業閥門製造商
956	,"4581.TW","光隆精密-KY","49.7","-0.1","22","49.7","上市汽車","引擎相關","汽機車零組件,車用鑄件,引擎相關,傳動系統,剎車系統,車用金屬成型,車用排氣系統",台灣商用車零組件鑄件公司
957	,"4583.TW","台灣精銳","765","-1.16","191","765","上市電機機械","減速機","機械零組件,減速機",高精密度之伺服用行星式齒輪減速機提供商
958	,"4584.TW","君帆","41","-1.2","11","41","上櫃電機機械","液壓元件","機械零組件,液壓元件",大中華地區前三大油壓缸供應商
959	,"4585.TW","達明","342","-0.44","1643","342","上市其他電子","協作機器人","機器人,協作機器人,機器手臂",全球第二大協作型機器人製造商
960	,"4588.TW","玖鼎電力","61","1.16","116","61","上市其他電子","儀表","智慧電網相關,儀表,產業機械,電力設備",國內智慧電表大廠
961	,"4706.TW","大恭","31.8","-1.55","6","31.8","上櫃化工","染料，顏料","染料，顏料,化學工業",台灣最大合成顏料製造商
962	,"4707.TW","磐亞","14.95","0","1330","14.95","上櫃化工","其他化工產品","衛生清潔用品,化學工業,其他化工產品",台灣主要從事生產界面活性劑廠商
963	,"4711.TW","永純","15.65","0","96","15.65","上櫃化工","合成樹脂","合成樹脂,化學工業",台灣生產酸醇樹脂製造廠商
964	,"4714.TW","永捷","15.1","1","804","15.1","上櫃化工","PU樹脂","PU樹脂,化學工業",台灣PU樹脂大廠
965	,"4716.TW","大立","14.75","0","195","14.75","上櫃化工","合成樹脂","合成樹脂,化學工業",台灣主要從事生產合成樹脂廠商
966	,"4720.TW","德淵","26.05","2.56","3089","26.05","上市化工","熱熔膠","熱熔膠,化學工業",台灣最大熱熔膠供應商
967	,"4721.TW","美琪瑪","89","2.89","3102","89","上櫃化工","正極材料","電池材料相關,化學產品通路,正極材料,化學工業,其他化工產品",全球最大PTA氧化觸媒供應商，也生產正極材料
968	,"4722.TW","國精化","187.5","2.18","1109","187.5","上市化工","合成樹脂","合成樹脂,化學工業",台灣不飽和聚酯樹脂大廠
969	,"4726.TW","永昕","29.35","2.09","248","29.35","上櫃生技醫療","醫藥研發外包服務","醫藥產業,醫藥研發外包服務",晟德轉投資之CDMO廠
970	,"4728.TW","雙美","383.5","-0.26","7","383.5","上櫃生技醫療","醫用植入材料","生物科技,生技特用化學品,醫用植入材料,輔助與彌補用醫材",台灣首家生產醫療級膠原蛋白溶液的GMP醫材廠
971	,"4729.TW","熒茂","19.7","1.03","159","19.7","上櫃光電","觸控面板","面板業,觸控面板",強茂轉投資之觸控面板廠
972	,"4735.TW","豪展","30","0","28","30","上櫃生技醫療","體溫計","血壓計,體溫計,診斷與監測用醫材,其他醫療器材",全球知名紅外線額耳溫槍生產商
973	,"4736.TW","泰博","125.5","0","130","125.5","上市生技醫療","血糖儀","血糖儀,體溫計,體外診斷用醫材,檢驗試劑／紙,診斷與監測用醫材,生理監測裝置",台灣HCT(血球容積)變化檢測技術領導廠
974	,"4737.TW","華廣","58.2","-2.68","110","58.2","上市生技醫療","血糖儀","血糖儀,體外診斷用醫材",以Bionime為自有品牌生產居家醫療用血糖機及測試片廠商
975	,"4739.TW","康普","91.7","5.28","3326","91.7","上市化工","正極材料","電池材料相關,強酸產品,正極材料,化學工業,其他化工產品",台灣特用化學材、電池材料、PTA氧化觸媒大廠
976	,"4741.TW","泓瀚","57.5","9.94","2016","57.5","上櫃化工","染料，顏料","染料，顏料,化學工業",台灣最大噴墨打印墨水研發與製造公司
977	,"4743.TW","合一","56.7","4.61","4319","56.7","上櫃生技醫療","植物新藥","醫藥產業,新藥研發,植物新藥",中天轉投資的植物新藥研發公司
978	,"4744.TW","皇將","32.25","-1.98","355","32.25","上櫃生技醫療","醫療保健設備／裝置","醫療保健設備/裝置,產業機械",台灣製藥設備及檢驗儀器製造廠
979	,"4745.TW","合富-KY","20.1","1.01","275","20.1","上櫃生技醫療","醫療器材通路","醫療器材通路,醫藥流通,體外診斷用醫材,檢驗試劑／紙,IVD檢驗儀器設備,手術與治療用醫材,放射治療設備",大陸最大台資醫療通路集團
980	,"4746.TW","台耀","56.1","2.37","1563","56.1","上市生技醫療","原料藥","醫藥產業,原料藥",全球維他命D衍生物製造大廠
981	,"4747.TW","強生","55.2","-0.54","74","55.2","上櫃生技醫療","西藥製劑","醫藥產業,西藥製劑,學名藥",台灣中小型利基型學名藥廠
982	,"4749.TW","新應材","981","-4.76","4335","981","上櫃半導體","半導體化學品","光阻劑,半導體化學品",全球TFT-LCD光阻材料主要供應商
983	,"4754.TW","國碳科","37.15","0","26","37.15","上櫃化工","塗料","化學工業,塗料,耐火材料,傳產其他",台灣防火材料研發及生產廠商
984	,"4755.TW","三福化","148","-0.67","623","148","上市化工","半導體化學品","化學工業,其他化工產品,研磨液／墊,半導體化學品",台灣半導體特用化學大廠
985	,"4760.TW","勤凱","244","-3.17","653","244","上櫃其他電子","被動元件上游","被動元件,被動元件上游,太陽能,太陽能導電漿",台灣被動元件、太陽能導電漿料大廠
986	,"4763.TW","材料*-KY","43.4","1.4","5543","43.4","上市化工","半合成纖維","化學纖維,半合成纖維",全球第五大醋酸纖維絲束大廠
987	,"4764.TW","雙鍵","311","9.7","591","311","上市化工","其他化工產品","合成樹脂,化學工業,其他化工產品",全球前三大光固化起始劑生產商
988	,"4766.TW","南寶","362.5","-3.2","1387","362.5","上市化工","合成樹脂","合成樹脂,熱熔膠,化學工業,其他化工產品,塗料",台灣接著劑材料大廠
989	,"4767.TW","誠泰科技","26.45","0.19","14","26.45","上櫃化工","熱熔膠","熱熔膠,化學工業",自動化設備用熱熔膠製造商
990	,"4768.TW","晶呈科技","525","5.32","527","525","上櫃化工","工業氣體","工業氣體,化學工業",半導體及光電特殊氣體供應商
991	,"4770.TW","上品","232.5","-2.31","377","232.5","上市化工","合成樹脂","合成樹脂,化學工業,傳產其他,金屬加工/製品",全球氟素樹脂加工應用廠商
992	,"4771.TW","望隼","185.5","-0.54","76","185.5","上市生技醫療","隱形眼鏡","隱形眼鏡,輔助與彌補用醫材",長華轉投資隱形眼鏡ODM廠
993	,"4772.TW","台特化","310","-1.43","2374","310","上櫃化工","工業氣體","工業氣體,化學工業",中美晶旗下，特氣供應商
994	,"4806.TW","桂田文創","10.35","-0.48","46","10.35","上櫃文化創意","影音娛樂","傳播事業,影音娛樂,演出經紀",台灣第一家掛牌電視劇製作公司
995	,"4807.TW","日成-KY","21.45","-5.92","790","21.45","上市貿易百貨","珠寶","時尚產業,珠寶",泰國前三大珠寶ODM 及OEM廠商
996	,"4903.TW","聯光通","45.5","0.44","2180","45.5","上櫃通信網路","光通訊","光纖光纜,光通訊",光通訊工程承包及光纖光纜製造商
997	,"4904.TW","遠傳","95.8","1.59","4048","95.8","上市通信網路","電信／數據服務","低軌道衛星,網通設備,電信/數據服務,通訊服務,行動通訊",台灣前三大電信業者之一
998	,"4905.TW","台聯電","80.1","0.25","26","80.1","上櫃通信網路","接取設備","化學工業,其他化工產品,醫療耗材,其他醫療器材,用戶端設備,網通設備,接取設備",主產品為數據機、XDSL等網通設備廠
999	,"4906.TW","正文","35.4","3.36","9843","35.4","上市通信網路","無線網路設備系統(WLAN)","用戶端設備,無線網路設備系統(WLAN),網通設備",台灣無線區域網路代工大廠
1000	,"4907.TW","富宇","37.75","-0.66","70","37.75","上櫃建材營造","營建","營建,園林造景,地產,營造工程",富宇建設集團成員之一，針對竹科及中科週邊進行開發
1001	,"4908.TW","前鼎","250","6.38","776","250","上櫃通信網路","光纖主動元件","光通訊,光纖主動元件",台灣光收發模組封裝及製造廠
1002	,"4909.TW","新復興","56.4","1.62","743","56.4","上櫃通信網路","印刷電路板","印刷電路板,印刷電路板相關",全球最大LNB用板製造商
1003	,"4911.TW","德英","34.55","1.32","50","34.55","上櫃生技醫療","植物新藥","醫藥產業,生物科技,新藥研發,植物新藥,食品生技",抗癌植物新藥研發公司
1004	,"4912.TW","聯德控股-KY","81.7","1.24","163","81.7","上市電子零組件","模具沖壓","車用金屬成型,車用沖壓件,模具沖壓,電子零件元件",主要從事消費性電子零件的模組沖壓廠
1005	,"4915.TW","致伸","74.3","0.13","2586","74.3","上市電子零組件","週邊產品","車用電子,週邊產品,電聲產品,電競週邊",台灣電腦週邊及聲學元件製造大廠，並跨入車電領域
1006	,"4916.TW","事欣科","65.1","2.84","3909","65.1","上市電腦及週邊設備","博奕機台","航天軍工,航天機械零組件,工業電腦,博奕機台",從事博奕機台、工業電腦、航太零組件等業務
1007	,"4919.TW","新唐","165","1.85","8290","165","上市半導體","MCU","IC生產,類比IC,IO控制IC,IC設計,消費性IC,PC週邊IC,MCU,影音IC,CMOS晶片,IC製造",華邦旗下整合元件製造(IDM)廠，提供IC設計與製造服務
1008	,"4923.TW","力士","37.3","1.91","1105","37.3","上櫃半導體","電晶體","分離式元件,電晶體",MOSFET及類比IC之設計和生產商
1009	,"4924.TW","欣厚-KY","10.5","2.44","83","10.5","上櫃電腦及週邊設備","塑膠射出","生物科技,環保生技,電子零件元件,塑膠射出",馬來西亞鍵盤週邊及生質燃料生產企業
1010	,"4927.TW","泰鼎-KY","58.7","9.93","30502","58.7","上市電子零組件","印刷電路板","印刷電路板,印刷電路板相關",泰國台商最大印刷電路板公司
1011	,"4930.TW","燦星網","18.15","-0.27","163","18.15","上市電器電纜","小家電","小家電,家電",由燦坤集團分割之小家電製造業
1012	,"4931.TW","新盛力","156","1.3","4024","156","上櫃電腦及週邊設備","工業用電池","工業用電池,車用鋰電池,電池",台灣鋰電池模組之生產商
1013	,"4933.TW","友輝","71.9","1.27","827","71.9","上櫃光電","光學膜","面板零組件,光學膜",新纖轉投資的聚光片廠
1014	,"4934.TW","太極","17.65","9.97","2682","17.65","上市光電","太陽能電池","太陽能,太陽能電池,太陽能電池模組",廣運轉投資之太陽能電池廠
1015	,"4935.TW","茂林-KY","38.05","0.79","38","38.05","上市光電","面板零組件","面板零組件,模具沖壓,電子零件元件",台灣導光板大廠
1016	,"4938.TW","和碩","81.5","0.25","8402","81.5","上市電腦及週邊設備","電子製造服務","車用電子,桌上型電腦,伺服器,筆記型電腦製造,網通設備,手機,手機製造,主機板,視訊轉換相關,遊戲機,平板電腦,消費性電子產品,AI伺服器,穿戴式裝置,電子製造服務,遊戲產業,電腦系統業",全球前十大EMS廠之一
1017	,"4939.TW","亞電","43.9","-0.23","1243","43.9","上櫃電子零組件","軟板基板","軟板基板,印刷電路板相關",台灣第二大FCCL廠商
1018	,"4942.TW","嘉彰","37.9","-0.13","46","37.9","上市光電","模具沖壓","模具沖壓,電子零件元件",台灣TFT框架、背板等零組件沖壓廠
1019	,"4946.TW","辣椒","110","-2.22","67","110","上櫃文化創意","PC遊戲","PC遊戲,遊戲產業,手機遊戲",台灣知名休閒遊戲運營商
1020	,"4949.TW","有成精密","101.5","-3.33","3228","101.5","上市光電","太陽能電池模組","半導體製程設備,設備儀器商,太陽能,太陽能電池模組",台灣太陽能發電系統安裝廠商
1021	,"4950.TW","金耘國際","18.6","0","98","18.6","上櫃鋼鐵","特殊鋼","不鏽鋼,合金鋼,特殊鋼",台灣鋼鐵集團旗下不鏽鋼、特殊鋼通路商
1022	,"4951.TW","精拓科","140","7.28","3162","140","上櫃半導體","PC週邊IC","類比IC,IO控制IC,IC設計,消費性IC,PC週邊IC,嵌入式晶片",台灣電腦系統相關IC供應商
1023	,"4952.TW","凌通","47.3","1.07","768","47.3","上市半導體","消費性IC","車用電子,無線充電,電子零件元件,IC設計,消費性IC,LCD控制IC,MCU,影音IC",凌陽轉投資的消費性IC廠
1024	,"4953.TW","緯軟","122","0","240","122","上櫃資訊服務","軟體業","軟體業,雲端科技,Internet技術與基礎設施",緯創旗下，台灣大型資訊委外服務廠商
1025	,"4956.TW","光鋐","49.6","1.22","1592","49.6","上市光電","LED晶粒","LED,LED晶粒,LED磊晶",泛鴻海集團LED磊晶廠
1026	,"4958.TW","臻鼎-KY","426.5","-1.39","40318","426.5","上市電子零組件","印刷電路板","軟板,印刷電路板,印刷電路板相關,HDI板,封測服務與材料,BGA基板,ABF載板",鴻海轉投資的全球第一大PCB廠
1027	,"4960.TW","誠美材","42.6","8.95","5525","42.6","上市光電","偏光板","面板零組件,偏光板",台灣第二大偏光板供應商
1028	,"4961.TW","天鈺","159","2.25","733","159","上市半導體","LCD驅動IC","類比IC,IC設計,LCD驅動IC,手機面板驅動IC,手機零組件",產品涵蓋小至大尺寸顯示器驅動IC設計公司
1029	,"4966.TW","譜瑞-KY","562","-2.26","1430","562","上櫃半導體","高速傳輸介面IC","IC設計,LCD驅動IC,LCD控制IC,高速傳輸介面IC,觸控IC,USB IC,傳輸介面,Displayport",專攻高速訊號傳輸介面及顯示晶片廠商
1030	,"4967.TW","十銓","289","1.58","14436","289","上市半導體","記憶體模組","電子零件元件,DRAM模組,Flash模組,記憶體模組",全球知名DRAM模組廠
1031	,"4968.TW","立積","121","5.22","2905","121","上市半導體","射頻前端晶片","功率放大器,射頻前端晶片,射頻開關,射頻前端模組",台灣採用矽及砷化鎵技術的RF射頻前端IC廠
1032	,"4971.TW","IET-KY","814","-0.12","214","814","上櫃半導體","光通訊元件磊晶","砷化鎵相關,第三類半導體,光通訊元件磊晶,IC製造",以MBE技術製造III-V族磊晶廠
1033	,"4972.TW","湯石照明","16.4","0.31","189","16.4","上櫃光電","LED照明產品","LED,LED照明產品,照明,家電",以自有品牌行銷歐美之LED燈具商
1034	,"4973.TW","廣穎","87.7","2.69","3603","87.7","上櫃半導體","記憶體模組","電子零件元件,DRAM模組,Flash模組,記憶體模組",矽創轉投資之記憶體產品廠
1035	,"4974.TW","亞泰","73.7","2.5","280","73.7","上櫃電子零組件","影像感測元件","影像感測元件,數位相機",全球前三大接觸式CIS影像感測器業者
1036	,"4976.TW","佳凌","29.45","2.61","420","29.45","上市光電","光學鏡片／頭","數位相機,數位相機組裝,光學鏡片/頭,光學元件",台灣光學鏡片及鏡頭機構組裝供應商
1037	,"4977.TW","眾達-KY","232","5.69","9668","232","上市通信網路","光纖主動元件","光通訊,光纖主動元件",光收發模組封裝及代工廠商
1038	,"4979.TW","華星光","718","7.32","1656","718","上櫃通信網路","光纖主動元件","光通訊,光纖主動元件",台灣光收發模組一貫廠
1039	,"4987.TW","科誠","81.5","0.12","19","81.5","上櫃電腦及週邊設備","印表機","週邊產品,印表機",台灣條碼標籤印製機製造商
1040	,"4989.TW","榮科","105","1.94","11544","105","上市電子零組件","銅箔","銅箔,印刷電路板相關",榮化轉投資的電解銅箔廠
1041	,"4991.TW","環宇-KY","744","9.9","5631","744","上櫃半導體","砷化鎵相關","砷化鎵相關,第三類半導體,化合物晶圓,IC製造",全球III-V族專業晶圓代工廠
1042	,"4994.TW","傳奇","95.7","0.95","20","95.7","上市資訊服務","PC遊戲","PC遊戲,遊戲產業,手機遊戲",台灣知名遊戲開發商
1043	,"4995.TW","晶達","43.85","-1.02","90","43.85","上櫃光電","LCM","面板業,LCM,顯示器,LCD顯示器",工業用高亮度面板專業廠商
1044	,"4999.TW","鑫禾","21.3","-0.93","55","21.3","上市電子零組件","樞紐","樞紐,電子零件元件",全球前三大筆電樞紐製造商
1045	,"5007.TW","三星","57.9","0.17","5","57.9","上市鋼鐵","螺絲螺帽","螺絲螺帽,線材盤元",全球最大鋼鐵螺帽製造商
1046	,"5009.TW","榮剛","34.8","4.19","6752","34.8","上櫃鋼鐵","特殊鋼","不鏽鋼,合金鋼,特殊鋼,工具鋼",全球前十大合金棒鋼廠
1047	,"5011.TW","久陽","15.4","3.7","814","15.4","上櫃鋼鐵","螺絲螺帽","螺絲螺帽,線材盤元",台鋼集團旗下螺絲大廠
1048	,"5013.TW","強新","28.75","1.59","23","28.75","上櫃鋼鐵","線材盤元","線材盤元,不鏽鋼,不鏽鋼管,不鏽鋼線材",台灣超潔淨電解拋光不銹鋼管（EP管）領導廠商
1049	,"5015.TW","華祺","23.5","-0.42","45","23.5","上櫃鋼鐵","不鏽鋼緊固件","不鏽鋼,不鏽鋼緊固件,不鏽鋼線材",全球知名不鏽鋼螺絲製造廠
1050	,"5016.TW","松和","25.75","0","106","25.75","上櫃鋼鐵","線材盤元","線材盤元,條鋼,棒鋼",台灣規模最大鋼線鋼纜廠之一
1051	,"5201.TW","凱衛","30.6","0.82","64","30.6","上櫃資訊服務","系統整合","系統整合,軟體業",以證券金融服務為主的系統整合商
